protocol,throughput_mbps,mean_rtt_ms,p90_rtt_ms,p99_rtt_ms,std_rtt_ms,loss_rate,retx_rate,flow_count,app_type,network_load,data_source,best_protocol
cubic,3.8279,33.8116,51.8729,44.4893,4.4155,0.001489,0.001232,25,sort,0.46,iperf3,cubic
cubic,3.2555,41.9862,42.2663,48.7189,5.1806,0.00191,0.001285,15,streaming,0.42,iperf3,cubic
cubic,3.4714,32.6219,41.0734,58.535,4.0666,0.002143,0.001874,13,streaming,0.71,iperf3,cubic
cubic,3.6306,35.541,39.0116,45.6623,3.802,0.002215,0.001413,21,sort,0.52,iperf3,cubic
cubic,3.9934,43.9789,43.6797,45.6977,4.3213,0.002091,0.002134,11,sort,0.63,iperf3,cubic
cubic,4.2049,33.7665,40.0103,45.8317,3.8461,0.001959,0.00122,14,io,0.49,iperf3,cubic
cubic,3.5004,44.5501,44.4391,50.3275,3.7045,0.00179,0.001357,36,sort,0.91,iperf3,cubic
cubic,3.2185,37.1158,52.6111,51.7094,5.1861,0.002132,0.00187,26,sort,0.9,iperf3,cubic
cubic,3.6388,43.0482,47.3216,59.5088,5.0827,0.001809,0.002059,20,io,0.76,iperf3,cubic
cubic,2.8154,44.5266,46.8762,46.8596,4.0519,0.002569,0.00228,6,sort,0.89,iperf3,cubic
cubic,3.6283,40.8543,44.2732,54.4459,5.2894,0.001968,0.001814,30,sort,0.54,iperf3,cubic
cubic,2.8983,40.1503,54.9112,48.9795,4.9628,0.002042,0.001247,39,io,0.87,iperf3,cubic
cubic,4.3468,30.4308,43.1828,43.5456,3.9392,0.002381,0.001628,47,sort,0.23,iperf3,cubic
cubic,3.6858,35.9364,37.7056,45.2674,4.6023,0.002231,0.001588,16,io,0.43,iperf3,cubic
cubic,3.4357,34.5368,47.285,49.6901,5.2254,0.001864,0.001471,48,sort,0.17,iperf3,cubic
cubic,3.9038,36.1581,47.106,54.461,5.2225,0.001478,0.001906,26,io,0.34,iperf3,cubic
cubic,3.4708,37.0204,55.2661,54.0305,4.8444,0.002477,0.001491,23,sort,0.82,iperf3,cubic
cubic,3.8409,37.134,51.3365,53.4752,4.6995,0.002294,0.001467,33,io,0.68,iperf3,cubic
cubic,3.3438,43.5933,54.0511,56.6597,4.3954,0.001916,0.001354,39,sort,0.66,iperf3,cubic
cubic,3.5725,37.491,51.9018,44.2795,5.1915,0.001919,0.001467,9,io,0.46,iperf3,cubic
cubic,3.3649,45.2091,50.5201,59.9272,4.4779,0.002339,0.002217,41,streaming,0.97,iperf3,cubic
cubic,3.157,47.3725,56.693,49.2915,4.5162,0.001841,0.002336,7,sort,0.92,iperf3,cubic
cubic,3.0425,41.2563,47.2851,48.9749,4.6925,0.001842,0.001279,22,sort,0.81,iperf3,cubic
cubic,3.6383,39.6941,59.0823,54.0052,4.6833,0.002483,0.001861,6,sort,0.89,iperf3,cubic
cubic,3.0818,40.3728,52.513,50.6538,4.2873,0.001809,0.002144,30,streaming,0.71,iperf3,cubic
cubic,3.1595,35.5439,50.1463,46.9107,4.7137,0.002167,0.001252,39,io,0.51,iperf3,cubic
cubic,3.6348,45.2579,43.6836,63.2664,4.5648,0.002683,0.001805,11,io,0.77,iperf3,cubic
cubic,3.342,38.8249,50.2313,43.6044,4.9128,0.002206,0.00196,16,streaming,0.41,iperf3,cubic
cubic,3.0339,49.2399,44.5859,66.0119,4.0402,0.002515,0.001632,43,io,0.92,iperf3,cubic
cubic,2.797,46.0773,56.687,47.2542,4.8305,0.002009,0.001248,46,io,0.8,iperf3,cubic
cubic,4.0936,43.995,46.3997,42.2058,4.1999,0.002009,0.001794,21,io,0.54,iperf3,cubic
cubic,3.5219,36.7321,47.9466,54.2154,5.0144,0.0014,0.001804,35,streaming,0.3,iperf3,cubic
cubic,2.8578,39.2913,50.2343,54.1884,4.1169,0.001506,0.002006,18,streaming,0.64,iperf3,cubic
cubic,3.3749,36.3519,41.5955,46.8129,3.8552,0.002247,0.001454,18,streaming,0.46,iperf3,cubic
cubic,3.4938,47.9231,42.3088,61.6538,4.405,0.001962,0.001251,44,io,0.84,iperf3,cubic
cubic,4.003,37.4592,36.7304,55.8859,4.9628,0.001373,0.00139,34,streaming,0.34,iperf3,cubic
cubic,4.2079,31.744,45.5488,49.1201,3.7791,0.002238,0.001224,35,sort,0.44,iperf3,cubic
cubic,3.4927,37.1395,40.0298,50.3271,4.2449,0.001409,0.001105,26,io,0.11,iperf3,cubic
cubic,3.3503,44.8603,52.3088,53.5942,4.3535,0.002374,0.001686,22,io,0.6,iperf3,cubic
cubic,3.2205,38.6261,43.3083,56.9869,5.1256,0.001668,0.00166,42,streaming,0.37,iperf3,cubic
cubic,3.962,34.747,48.0486,52.2647,3.9692,0.001545,0.002027,12,io,0.48,iperf3,cubic
cubic,3.0379,40.1157,44.5208,64.919,5.1084,0.001656,0.002156,28,sort,0.97,iperf3,cubic
cubic,3.5551,35.6342,55.1364,46.1711,5.1001,0.002593,0.002017,25,sort,0.68,iperf3,cubic
cubic,2.8588,39.0416,49.669,56.7134,4.7058,0.002129,0.002037,48,streaming,0.88,iperf3,cubic
cubic,3.6186,34.1796,42.4391,43.9326,4.684,0.00205,0.001141,49,io,0.19,iperf3,cubic
cubic,3.0164,49.0804,56.8563,62.5144,4.155,0.002175,0.002107,13,streaming,0.99,iperf3,cubic
cubic,4.269,39.3177,50.5924,45.6769,5.217,0.001452,0.001302,16,sort,0.43,iperf3,cubic
cubic,3.6026,35.6411,40.5599,48.3058,3.9134,0.002583,0.001208,24,streaming,0.74,iperf3,cubic
cubic,3.2452,32.2696,40.1081,48.0736,4.106,0.001669,0.001896,34,streaming,0.66,iperf3,cubic
cubic,3.2161,36.0357,43.9824,41.8437,4.419,0.002281,0.00193,35,sort,0.41,iperf3,cubic
cubic,3.8514,35.7879,47.2474,50.5208,4.2944,0.00245,0.002037,25,io,0.52,iperf3,cubic
cubic,3.8872,37.7973,43.7861,45.646,5.1361,0.001897,0.001673,30,streaming,0.23,iperf3,cubic
cubic,4.2882,39.0385,42.2901,39.929,4.4209,0.001484,0.001383,50,streaming,0.15,iperf3,cubic
cubic,3.4855,47.1117,56.3611,62.8063,4.2086,0.001732,0.001804,41,sort,0.76,iperf3,cubic
cubic,3.4343,47.9193,58.8461,61.6452,4.9741,0.002464,0.001894,45,streaming,0.92,iperf3,cubic
cubic,3.7702,32.5465,37.9702,51.2228,4.8174,0.001627,0.001609,39,sort,0.37,iperf3,cubic
cubic,4.4128,32.0136,36.233,50.9975,4.4303,0.002141,0.001488,15,sort,0.28,iperf3,cubic
cubic,2.943,34.0094,46.3727,62.8176,4.6155,0.002796,0.001756,50,io,0.83,iperf3,cubic
cubic,3.7787,41.724,54.3146,55.9102,3.6862,0.002242,0.001658,15,streaming,0.75,iperf3,cubic
cubic,4.2144,34.6447,43.9441,51.8933,4.8437,0.001483,0.001611,25,streaming,0.15,iperf3,cubic
cubic,4.508,34.5081,35.6607,38.4094,4.7733,0.002351,0.001144,28,sort,0.22,iperf3,cubic
cubic,4.0721,37.6069,39.144,56.7952,4.1107,0.00204,0.001682,48,sort,0.46,iperf3,cubic
cubic,3.181,47.3934,49.1733,60.3145,4.8026,0.002538,0.002199,47,sort,0.9,iperf3,cubic
cubic,3.1642,38.5707,52.6911,56.9522,5.1731,0.002391,0.001935,7,streaming,0.56,iperf3,cubic
cubic,4.4653,31.63,40.2443,40.0802,4.6076,0.002198,0.001334,34,io,0.28,iperf3,cubic
cubic,4.6102,38.1007,41.3446,52.3591,3.8331,0.002097,0.00156,15,streaming,0.16,iperf3,cubic
cubic,3.7837,44.445,51.8317,46.982,4.0033,0.001889,0.002129,37,sort,0.8,iperf3,cubic
cubic,4.2668,39.9981,42.9547,55.3607,3.8155,0.002071,0.001489,43,sort,0.27,iperf3,cubic
cubic,3.0039,44.7419,55.5063,49.6592,3.9363,0.002784,0.00229,34,streaming,0.97,iperf3,cubic
cubic,3.1248,31.9435,48.8439,53.1844,3.8693,0.001842,0.001209,16,sort,0.47,iperf3,cubic
cubic,4.3075,32.7334,43.2669,47.6812,5.1779,0.002062,0.001797,17,sort,0.14,iperf3,cubic
cubic,3.4123,35.2033,52.005,55.6223,4.2271,0.002307,0.00198,34,sort,0.93,iperf3,cubic
cubic,3.7436,43.4891,40.688,58.4741,4.1378,0.001607,0.001472,40,sort,0.69,iperf3,cubic
cubic,3.3773,45.8163,53.9127,55.1733,4.2099,0.00166,0.001799,29,sort,0.71,iperf3,cubic
cubic,3.4562,38.5543,48.452,43.7714,4.2969,0.002152,0.001739,46,sort,0.22,iperf3,cubic
cubic,4.3575,33.7437,37.3114,48.9201,4.625,0.002102,0.001641,19,streaming,0.1,iperf3,cubic
cubic,2.7165,37.9403,59.258,58.667,4.5542,0.002128,0.002113,13,streaming,0.97,iperf3,cubic
cubic,3.4686,29.6953,45.7472,41.4726,3.9096,0.001854,0.001098,12,streaming,0.29,iperf3,cubic
cubic,3.6076,37.3903,40.4438,43.5128,4.6831,0.001891,0.001775,10,streaming,0.43,iperf3,cubic
cubic,2.9553,33.6549,38.7467,46.3987,4.7327,0.002474,0.001444,21,sort,0.49,iperf3,cubic
cubic,3.4958,45.4084,53.7101,51.728,4.8301,0.001983,0.001547,12,streaming,0.96,iperf3,cubic
cubic,4.606,32.0245,39.7305,51.4286,4.7161,0.001632,0.001752,24,io,0.12,iperf3,cubic
cubic,3.3254,41.7131,55.493,50.4982,4.3691,0.001684,0.001421,35,io,0.66,iperf3,cubic
cubic,3.6008,37.7436,48.5714,48.1222,4.5789,0.002574,0.002089,37,streaming,0.86,iperf3,cubic
cubic,3.2332,39.2225,45.3117,47.0128,3.8441,0.001715,0.001692,10,streaming,0.21,iperf3,cubic
cubic,3.5367,38.4713,45.7154,56.8676,4.7652,0.001961,0.001277,6,io,0.54,iperf3,cubic
cubic,3.7394,44.7487,49.3615,50.1032,3.7505,0.002165,0.001511,34,streaming,0.88,iperf3,cubic
cubic,2.8171,33.5816,54.5492,51.4431,4.5397,0.001855,0.00151,30,io,0.74,iperf3,cubic
cubic,3.4155,28.691,40.6944,44.3272,5.0711,0.002052,0.001437,50,sort,0.26,iperf3,cubic
cubic,3.5641,33.3375,45.7534,47.348,5.2979,0.002357,0.00186,43,io,0.49,iperf3,cubic
cubic,4.1486,41.4711,50.5847,48.772,3.9226,0.001802,0.001167,20,io,0.46,iperf3,cubic
cubic,3.6303,34.1864,41.7132,51.1154,4.3524,0.00168,0.002261,45,sort,0.85,iperf3,cubic
cubic,3.7886,32.5867,48.1386,55.6301,3.8828,0.001769,0.001183,46,streaming,0.63,iperf3,cubic
cubic,3.7968,41.2827,36.097,51.8092,4.906,0.002313,0.001643,22,streaming,0.34,iperf3,cubic
cubic,3.1247,45.7069,39.2458,57.691,3.7503,0.002209,0.001659,42,io,0.62,iperf3,cubic
cubic,4.1315,41.5149,41.5187,50.3978,5.2817,0.002082,0.001674,17,sort,0.37,iperf3,cubic
cubic,3.7728,41.8924,43.2551,51.851,4.1549,0.001904,0.001496,11,io,0.52,iperf3,cubic
cubic,3.5745,28.8049,40.9652,42.5142,4.059,0.001479,0.001314,16,io,0.23,iperf3,cubic
cubic,4.436,37.2024,43.5128,48.7431,5.156,0.002431,0.001451,5,sort,0.29,iperf3,cubic
cubic,3.4848,32.7636,47.4053,47.9792,3.7244,0.001761,0.00145,39,io,0.16,iperf3,cubic
cubic,2.7363,34.8157,43.6314,59.3007,3.7262,0.002619,0.001909,11,streaming,0.86,iperf3,cubic
cubic,3.7245,45.9238,45.0078,59.6833,4.8957,0.002311,0.001874,42,sort,0.86,iperf3,cubic
cubic,4.0674,31.807,44.0031,41.8287,5.0337,0.002004,0.001684,23,streaming,0.5,iperf3,cubic
cubic,2.6121,47.2413,42.9708,58.1409,4.3268,0.001938,0.001849,15,sort,0.94,iperf3,cubic
cubic,3.8106,46.1594,49.0571,59.4373,4.0587,0.002796,0.002226,28,io,0.78,iperf3,cubic
cubic,3.6192,31.419,37.1223,51.0889,4.3588,0.001779,0.001755,16,streaming,0.49,iperf3,cubic
cubic,3.2848,38.4668,48.017,61.3005,4.7616,0.002793,0.001784,36,io,0.86,iperf3,cubic
cubic,3.0707,34.9829,50.6578,54.8497,4.4977,0.002079,0.001958,42,sort,0.71,iperf3,cubic
cubic,3.6206,42.1192,53.4464,52.5265,4.6337,0.001901,0.0014,10,sort,0.95,iperf3,cubic
cubic,2.8014,39.8246,48.977,56.2418,4.0829,0.00217,0.001932,49,io,0.81,iperf3,cubic
cubic,3.2473,36.8387,39.7049,60.1019,4.6211,0.002504,0.001805,46,streaming,0.6,iperf3,cubic
cubic,3.783,42.0891,51.1691,53.5368,4.1394,0.002106,0.001471,20,io,0.46,iperf3,cubic
cubic,3.2258,36.8301,48.4718,47.493,4.3995,0.001702,0.001553,29,sort,0.75,iperf3,cubic
cubic,3.9834,31.2071,43.1998,42.6654,4.5656,0.001287,0.001883,19,io,0.23,iperf3,cubic
cubic,3.7817,35.6446,44.5012,54.6732,3.9041,0.001628,0.001504,38,io,0.34,iperf3,cubic
cubic,3.0051,30.9794,50.284,43.0428,3.8013,0.002598,0.001228,20,sort,0.5,iperf3,cubic
cubic,3.8297,32.0921,48.8835,44.0578,4.3404,0.001639,0.001538,31,sort,0.42,iperf3,cubic
cubic,2.8186,38.1151,57.8628,52.9339,4.508,0.002106,0.002093,49,io,0.9,iperf3,cubic
cubic,3.8142,38.5958,43.3694,44.6839,4.1057,0.001896,0.001357,46,streaming,0.12,iperf3,cubic
cubic,4.2865,30.5529,44.0511,43.5548,5.048,0.001746,0.001628,9,streaming,0.13,iperf3,cubic
cubic,3.4998,42.1732,50.2323,55.9838,3.7495,0.002234,0.00217,5,streaming,0.8,iperf3,cubic
cubic,3.5775,36.3628,45.905,55.1143,4.3506,0.002693,0.00136,19,io,0.88,iperf3,cubic
cubic,2.8469,39.8842,47.5389,51.2345,4.3643,0.002433,0.001898,20,sort,0.86,iperf3,cubic
cubic,3.2038,41.7062,46.9683,62.364,4.298,0.001897,0.002113,10,sort,0.73,iperf3,cubic
cubic,3.3634,33.754,45.9187,41.9999,4.6739,0.002192,0.001714,8,sort,0.39,iperf3,cubic
cubic,3.7834,37.6734,57.4291,63.81,3.7538,0.001702,0.001746,32,io,0.86,iperf3,cubic
cubic,3.0185,41.1494,52.0718,54.7637,4.3202,0.002026,0.001444,50,streaming,0.71,iperf3,cubic
cubic,3.3938,36.0292,45.1514,44.7275,4.4667,0.001538,0.001782,46,streaming,0.68,iperf3,cubic
cubic,3.1858,45.3412,42.3344,43.7969,5.1698,0.002692,0.001839,22,streaming,0.62,iperf3,cubic
cubic,3.6793,42.5667,47.8636,53.4316,4.2103,0.002102,0.001394,24,sort,0.81,iperf3,cubic
cubic,3.6779,35.3315,43.8691,40.4415,4.4103,0.002452,0.00179,19,io,0.38,iperf3,cubic
cubic,4.242,28.9275,36.2475,53.0727,4.2792,0.002196,0.001826,13,sort,0.27,iperf3,cubic
cubic,3.5146,39.124,46.0991,48.2088,4.7045,0.00236,0.001614,8,streaming,0.87,iperf3,cubic
cubic,3.9217,37.2689,34.2011,39.018,3.9745,0.002044,0.001372,35,sort,0.11,iperf3,cubic
cubic,3.1104,34.6363,44.6939,45.4601,3.7267,0.001594,0.001481,11,io,0.72,iperf3,cubic
cubic,4.3829,30.7957,44.9286,47.9561,5.2876,0.001272,0.001797,39,sort,0.18,iperf3,cubic
cubic,4.1586,38.7723,39.3792,44.5157,4.5852,0.001444,0.001056,41,io,0.11,iperf3,cubic
cubic,3.3461,42.9975,38.5945,58.3559,4.403,0.002702,0.001576,21,io,0.64,iperf3,cubic
cubic,3.5625,35.2275,54.0234,64.5963,3.7683,0.00226,0.001488,35,sort,0.87,iperf3,cubic
cubic,3.4539,37.5702,41.8935,53.6184,3.7596,0.002009,0.001999,45,io,0.41,iperf3,cubic
cubic,4.4672,30.5595,35.9699,49.614,4.8048,0.001553,0.001324,21,io,0.25,iperf3,cubic
cubic,3.0421,38.9502,42.8382,45.9901,4.2758,0.002137,0.001415,14,io,0.43,iperf3,cubic
cubic,2.7473,48.3526,43.7921,60.5855,4.4052,0.002589,0.001905,36,streaming,0.88,iperf3,cubic
cubic,3.6287,46.6949,46.8834,61.4507,4.3255,0.001751,0.001869,46,sort,0.71,iperf3,cubic
cubic,2.9705,34.7488,42.0718,59.6162,4.553,0.002342,0.00201,35,sort,0.68,iperf3,cubic
cubic,3.8493,30.7449,49.2944,51.1957,4.3075,0.001656,0.001132,26,streaming,0.42,iperf3,cubic
cubic,2.7615,41.6837,53.2079,48.8782,4.8444,0.002148,0.00135,44,streaming,0.74,iperf3,cubic
cubic,3.5748,47.657,41.4509,63.8632,5.0772,0.002627,0.00205,37,io,0.9,iperf3,cubic
cubic,3.8777,33.6632,40.527,38.2896,4.3688,0.002323,0.001246,21,io,0.16,iperf3,cubic
cubic,2.8813,41.1416,56.6398,51.0813,4.5468,0.002071,0.001336,43,io,0.93,iperf3,cubic
cubic,3.6454,39.9542,38.8498,56.4875,4.9033,0.002474,0.001847,20,io,0.66,iperf3,cubic
cubic,2.9471,38.8202,47.3654,56.3284,5.0949,0.002406,0.001994,41,streaming,0.68,iperf3,cubic
cubic,3.4689,42.6218,52.9613,57.3119,4.6499,0.001831,0.00214,35,sort,0.62,iperf3,cubic
cubic,3.852,33.2473,52.2068,55.7424,4.0921,0.00174,0.001966,43,streaming,0.62,iperf3,cubic
cubic,3.7273,33.932,40.0075,46.3444,4.5818,0.001717,0.001593,38,io,0.59,iperf3,cubic
cubic,4.1705,30.8508,36.4384,50.1391,4.5704,0.001354,0.001889,15,sort,0.31,iperf3,cubic
cubic,2.8079,37.4602,57.6945,66.0873,4.8323,0.002348,0.001502,14,sort,0.95,iperf3,cubic
cubic,3.2168,30.8418,46.7349,38.0877,4.7999,0.001701,0.001403,12,streaming,0.21,iperf3,cubic
cubic,4.0005,34.9549,42.524,46.0006,4.9783,0.001763,0.00133,5,streaming,0.14,iperf3,cubic
cubic,3.0773,36.819,39.3557,43.692,4.853,0.002544,0.001436,25,io,0.59,iperf3,cubic
cubic,3.9149,40.7105,51.672,58.7262,4.1286,0.002466,0.001956,40,sort,0.68,iperf3,cubic
cubic,3.151,38.1412,55.545,49.722,4.775,0.001599,0.001184,6,streaming,0.68,iperf3,cubic
cubic,4.079,30.8217,50.1811,46.6332,4.2144,0.002298,0.001488,9,io,0.51,iperf3,cubic
cubic,3.0689,35.4175,49.7768,47.0566,4.1162,0.001444,0.001929,30,sort,0.4,iperf3,cubic
cubic,3.5782,45.3014,54.2729,64.9009,5.2055,0.00291,0.001263,33,io,0.92,iperf3,cubic
cubic,3.3386,42.8261,53.0243,47.5607,4.6818,0.00149,0.001757,28,streaming,0.59,iperf3,cubic
cubic,3.1821,41.4932,45.316,47.9404,4.5455,0.002268,0.001871,15,streaming,0.8,iperf3,cubic
cubic,3.983,37.227,44.8632,50.7952,4.5225,0.00213,0.001215,38,io,0.45,iperf3,cubic
cubic,3.2511,47.3921,43.692,48.2749,4.9796,0.002202,0.001689,9,sort,1.0,iperf3,cubic
cubic,2.8536,39.9699,40.1461,60.5072,3.8964,0.002539,0.001915,27,io,0.61,iperf3,cubic
cubic,3.5757,38.3277,51.0778,48.4789,4.1712,0.001499,0.001946,41,sort,0.51,iperf3,cubic
cubic,4.2113,40.3764,41.7616,49.6396,5.2523,0.001509,0.001554,23,streaming,0.43,iperf3,cubic
cubic,3.6156,39.9422,46.1427,48.0074,3.8025,0.002198,0.002021,46,sort,0.74,iperf3,cubic
cubic,2.9471,41.492,44.6298,45.2442,4.1123,0.001643,0.00175,35,io,0.6,iperf3,cubic
cubic,3.1064,30.4595,46.8016,57.742,5.1106,0.002197,0.001428,13,sort,0.4,iperf3,cubic
cubic,3.7065,31.4165,40.5214,51.3413,4.1975,0.002118,0.001126,41,sort,0.19,iperf3,cubic
cubic,3.8677,28.1978,42.371,53.7433,3.7623,0.001984,0.001223,50,io,0.23,iperf3,cubic
cubic,2.912,35.2555,44.4638,63.4103,4.132,0.002737,0.002327,37,io,0.91,iperf3,cubic
cubic,4.0006,39.4384,47.297,43.0243,3.7763,0.001834,0.001615,38,sort,0.25,iperf3,cubic
cubic,3.5056,34.1311,35.5192,55.2077,3.7991,0.002348,0.001522,28,sort,0.26,iperf3,cubic
cubic,3.3899,31.2725,40.539,47.783,5.2155,0.001333,0.001476,5,streaming,0.11,iperf3,cubic
cubic,3.8781,33.6002,52.264,44.9226,3.9824,0.001564,0.002053,28,io,0.65,iperf3,cubic
cubic,3.1766,36.0525,37.6426,39.497,3.7965,0.001801,0.001336,5,io,0.3,iperf3,cubic
cubic,3.689,35.3059,46.454,37.8368,4.4969,0.002061,0.00146,25,io,0.1,iperf3,cubic
cubic,3.701,34.8275,49.1652,53.3832,4.6406,0.002232,0.002085,31,streaming,0.73,iperf3,cubic
cubic,3.3372,42.3909,47.8721,47.6177,4.8662,0.002482,0.001831,37,sort,0.41,iperf3,cubic
cubic,2.8138,39.3677,51.3943,51.1419,4.9274,0.002628,0.001303,26,io,0.93,iperf3,cubic
cubic,4.3836,35.3467,38.6571,48.0525,3.793,0.002204,0.001182,28,io,0.14,iperf3,cubic
cubic,3.9081,41.6545,42.1457,57.9476,4.3619,0.001468,0.001942,39,sort,0.49,iperf3,cubic
cubic,3.4781,33.1923,45.539,59.2408,5.2926,0.002462,0.002008,37,sort,0.49,iperf3,cubic
cubic,4.4512,32.6571,37.8287,54.3325,4.9715,0.002014,0.001808,30,io,0.28,iperf3,cubic
cubic,2.6453,39.6141,49.5667,55.7384,4.1292,0.001644,0.00165,44,sort,0.92,iperf3,cubic
cubic,3.489,34.9499,38.944,43.4024,5.0149,0.002049,0.00159,26,streaming,0.4,iperf3,cubic
cubic,2.7204,41.9197,54.0513,61.4363,4.7586,0.002381,0.002217,11,io,0.91,iperf3,cubic
cubic,3.0848,42.6961,49.0351,59.5751,4.7919,0.001788,0.002154,50,streaming,0.96,iperf3,cubic
cubic,3.0099,45.3237,45.0393,60.0954,4.3384,0.002435,0.002273,25,sort,0.95,iperf3,cubic
cubic,3.4598,35.0463,43.7294,45.659,3.8155,0.001722,0.001697,25,io,0.84,iperf3,cubic
cubic,3.0883,47.6989,40.4297,62.3653,4.9096,0.002448,0.001277,25,sort,0.81,iperf3,cubic
cubic,4.421,39.3269,46.8393,43.4358,4.9717,0.002024,0.001533,33,streaming,0.2,iperf3,cubic
cubic,3.1904,38.4488,39.441,59.4876,3.8434,0.00203,0.00137,13,sort,0.67,iperf3,cubic
cubic,2.9635,35.6616,49.1245,54.001,4.7227,0.002511,0.00177,9,sort,0.52,iperf3,cubic
cubic,3.6845,35.5095,35.9601,41.8798,4.8479,0.001466,0.001767,12,io,0.14,iperf3,cubic
cubic,3.4992,27.373,35.4519,37.1804,4.6705,0.002259,0.001226,9,io,0.1,iperf3,cubic
cubic,3.6062,32.8082,41.4879,54.7523,5.1052,0.002198,0.001322,39,sort,0.59,iperf3,cubic
cubic,4.183,38.965,41.3064,41.2381,4.3089,0.001405,0.001475,36,streaming,0.42,iperf3,cubic
cubic,2.8408,31.9622,47.5714,60.5004,5.151,0.002125,0.00123,29,sort,0.61,iperf3,cubic
cubic,3.0274,44.2535,55.1399,64.0004,4.4916,0.002401,0.001333,18,io,0.75,iperf3,cubic
cubic,3.7778,36.9032,51.0028,62.923,5.0751,0.00151,0.001587,34,sort,0.7,iperf3,cubic
cubic,3.4072,30.2365,38.7065,46.8888,3.6998,0.001956,0.002029,25,streaming,0.44,iperf3,cubic
cubic,3.3225,30.4695,43.1822,42.48,3.7807,0.001541,0.001926,49,io,0.33,iperf3,cubic
cubic,3.6045,37.9617,55.2146,46.5314,4.8736,0.001568,0.001262,31,streaming,0.8,iperf3,cubic
cubic,3.0452,34.0798,54.4839,56.7953,5.1585,0.00223,0.001499,14,streaming,0.86,iperf3,cubic
cubic,2.7063,40.2869,45.2189,49.1632,5.1812,0.001946,0.001984,34,streaming,0.9,iperf3,cubic
cubic,3.7429,42.593,42.7879,55.299,5.0732,0.00146,0.001639,42,sort,0.4,iperf3,cubic
cubic,2.8817,34.0314,56.7712,49.7741,4.7666,0.002673,0.002049,49,io,0.79,iperf3,cubic
cubic,3.668,30.5062,37.6368,54.4988,5.1204,0.002053,0.001141,33,io,0.23,iperf3,cubic
cubic,4.3914,30.6869,44.5657,37.7944,3.9875,0.002039,0.001166,46,io,0.2,iperf3,cubic
cubic,3.4339,34.6247,56.4201,55.8498,3.8831,0.002288,0.001742,5,sort,0.82,iperf3,cubic
cubic,2.8507,34.2354,41.1798,52.617,4.5475,0.001917,0.001757,42,sort,0.72,iperf3,cubic
cubic,3.4719,44.6581,49.6207,60.5669,3.8341,0.002309,0.001299,8,sort,0.89,iperf3,cubic
cubic,3.7755,40.2502,53.3262,58.6866,5.0689,0.001605,0.002233,43,io,0.78,iperf3,cubic
cubic,3.5962,42.1567,44.9518,57.5199,4.2181,0.00279,0.002215,47,sort,0.95,iperf3,cubic
cubic,3.412,36.6545,40.3846,37.589,3.969,0.001502,0.001272,13,sort,0.19,iperf3,cubic
cubic,2.9495,45.5027,39.5882,45.0993,4.1325,0.002709,0.001833,13,streaming,0.66,iperf3,cubic
cubic,3.4329,35.6446,59.3423,66.4032,4.615,0.002543,0.002024,48,sort,0.93,iperf3,cubic
cubic,4.2268,29.5819,42.9727,54.0662,4.1296,0.002061,0.001153,13,sort,0.21,iperf3,cubic
cubic,3.8818,38.5989,35.6092,52.5304,4.0758,0.002071,0.001062,13,io,0.22,iperf3,cubic
cubic,3.2981,31.7856,41.5296,45.6793,4.7846,0.002426,0.001472,43,io,0.55,iperf3,cubic
cubic,3.7149,33.4537,48.4859,40.7055,4.5503,0.00147,0.00112,6,io,0.31,iperf3,cubic
cubic,2.8691,42.1506,52.8073,62.586,3.8015,0.001858,0.002062,7,sort,0.69,iperf3,cubic
cubic,3.2974,48.3918,44.8236,65.0931,3.729,0.001886,0.002274,39,streaming,0.87,iperf3,cubic
cubic,3.3685,39.629,43.2611,47.2724,5.086,0.002784,0.001678,5,streaming,0.84,iperf3,cubic
cubic,3.3869,43.2397,53.2666,49.7518,5.2494,0.0019,0.002066,7,io,0.55,iperf3,cubic
cubic,3.4853,32.1535,45.209,55.0362,4.2671,0.001446,0.001648,21,sort,0.44,iperf3,cubic
cubic,3.624,35.0712,50.6013,51.774,4.6593,0.001563,0.001284,31,streaming,0.37,iperf3,cubic
cubic,3.8509,34.7941,42.959,42.5936,3.955,0.001519,0.001914,12,io,0.41,iperf3,cubic
cubic,3.59,37.3059,43.0083,52.5626,4.8762,0.002286,0.001494,25,streaming,0.18,iperf3,cubic
cubic,3.2014,35.8097,42.9494,54.7762,3.7454,0.002172,0.001934,43,streaming,0.34,iperf3,cubic
cubic,2.6744,44.463,49.3969,60.3706,4.8528,0.002832,0.002052,47,sort,0.96,iperf3,cubic
cubic,3.2677,35.0673,47.7924,58.4144,5.1162,0.002359,0.00213,23,sort,0.64,iperf3,cubic
cubic,3.5741,45.0175,48.4797,51.8808,4.0788,0.002882,0.002306,7,streaming,0.95,iperf3,cubic
cubic,2.7454,44.1773,46.9629,58.8811,4.4893,0.001576,0.002265,22,streaming,0.83,iperf3,cubic
cubic,3.9989,35.1864,46.962,52.5707,4.4891,0.002306,0.001474,50,io,0.43,iperf3,cubic
cubic,3.4215,48.7171,57.9786,53.3674,4.0041,0.002875,0.001728,41,io,0.91,iperf3,cubic
cubic,3.4009,43.485,46.7094,50.8676,5.2373,0.001485,0.001328,22,io,0.52,iperf3,cubic
cubic,3.6775,32.5626,41.5182,52.8971,4.6076,0.002292,0.001844,24,streaming,0.21,iperf3,cubic
